id,text,aspect_term,aspect_term_polarity,aspect_term_from,aspect_term_to
3050,I think this will happen to any new version of computer/phone released and I need to wait for the next set of updates to have all of this fixed.,,,,
3015,This one has had the same effect.,,,,
2829,And if you are a game player it works with World Of Warcraft wonderfully.,,,,
674,This computer is absolutely AMAZING!!!,,,,
1217,So buyer beware when buying Toshiba,,,,
933,  I found this laptop on sale for under 6000 at Best Buy which was a great deal!,,,,
298,I got my MacBook Pro because I wanted to do all the stuff I need to do without worrying about the system quitting on me or freezing for a few minutes.,system,neutral,98,104
442,I love the Apple products.,,,,
1447,I loved the netbook (minus the fact that it was windows OS) until this started happening.,windows OS,negative,48,58
1810,"The minute you fire it up it's all good, very easy user interface.",user interface,positive,51,65
2191,"I have had two Toshiba satellite computers and while they are okay, they are in no way comparable to the Mac.",,,,
1419,  I actually contact Toshiba before I started having problem and was given run around after I supplied serial number in order to delay me sending in laptop until after warrenty expired.,warrenty,negative,168,176
1250,"They're absolutely useless, unless you count the joy of releasing anger while smashing into little peices against the wall.",,,,
2832,was a great deal i will give that.,,,,
1660,"Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.",iDVD,positive,12,16
,"Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.",program,positive,20,27
,"Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.",program,positive,127,134
1848,"  His language was so bad I swore I was taking the turing test, and it was failing.",,,,
459,After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.,hard drive,neutral,20,30
,After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.,battery,negative,35,42
1144,  Was this product worth my time and money to ever want to purchase another products that is toshiba or relating to toshiba?  Probably not ever again.,,,,
2513,I have used PC's and converting to this MacBook Pro was easy.,,,,
2884,"I love the easy to see screen, and It works well for work, persoal or just play.",screen,positive,23,29
,"I love the easy to see screen, and It works well for work, persoal or just play.",works,positive,38,43
2082,"If what you need is a machine to do some surfing, email checking, word processing, and watching a movie or two, this is the machine you want.",word processing,neutral,66,81
,"If what you need is a machine to do some surfing, email checking, word processing, and watching a movie or two, this is the machine you want.",surfing,neutral,41,48
629,"-Apparently, contactus@euro.apple.com is not a good address to send complaints.",,,,
2847,"It doesn't have a lot of frills, but I didn't need any, and being able to buy what I needed, and not more than I needed was very important.",,,,
1391,the mouse pad and buttons are the worst i've ever seen.,mouse pad,negative,4,13
,the mouse pad and buttons are the worst i've ever seen.,buttons,negative,18,25
56,I am sorry that I purchased this laptop.,,,,
2257,Awesome graphics!,graphics,positive,8,16
2617,It really is perfect for work and play.,play,positive,34,38
,It really is perfect for work and play.,work,positive,25,29
2653,"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",Intel i processors,negative,73,91
,"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",edge,negative,119,123
,"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",edges,negative,129,134
1763,I am a college student and it has been very useful.,,,,
1760,The apple MacBook is the best investment that I have ever made.,,,,
1275,My sister is the electronics manager at Wal Mart and she says that HP is the best.,,,,
2674,One drawback I noticed was sound quality via USB.,sound quality via USB,negative,27,48
519,"The battery life sucked the juice from my laptop and when the extended life battery went out we were SOL there to, so much for that warranty covering all the products we purchased.",battery life,negative,4,16
,"The battery life sucked the juice from my laptop and when the extended life battery went out we were SOL there to, so much for that warranty covering all the products we purchased.",warranty,negative,132,140
,"The battery life sucked the juice from my laptop and when the extended life battery went out we were SOL there to, so much for that warranty covering all the products we purchased.",extended life battery,conflict,62,83
57,"I needed a new computer for graduate school (had never owned a laptop before), and the only reason I didn't purchase a Mac was because my school's website strongly recommended students purchase PCs.",,,,
1534,"I have had another Mac, but it got slow due to an older operating system.",operating system,negative,56,72
2514,If you have the money I suggest going for the i7.,,,,
105,"That's very possible, but since they don't make Windows XP drivers for the sound card in this machine, I was stuck until Windows 7 came out.",Windows XP drivers,negative,48,66
,"That's very possible, but since they don't make Windows XP drivers for the sound card in this machine, I was stuck until Windows 7 came out.",sound card,negative,75,85
,"That's very possible, but since they don't make Windows XP drivers for the sound card in this machine, I was stuck until Windows 7 came out.",Windows 7,positive,121,130
3065,"I'ts nice to have the higher-end laptops, but this fits my budget and the features I need.",features,positive,74,82
,"I'ts nice to have the higher-end laptops, but this fits my budget and the features I need.",budget,positive,59,65
2520,"It is, however, very heavy.",,,,
2057,"Was disappointed to find out that the model had been discontinued, apparently because of known motherboard problems.",motherboard,negative,95,106
251,"Well, I started using Google Chrome, which is a little better, but it freezes too sometimes.",Google Chrome,conflict,22,35
2073,"Also the speakers are not very loud, But it is a netbook.",speakers,negative,9,17
2890,LOVE THIS LAPTOP WONDERFUL PRICE FOR WHAT YOU GET!,PRICE,positive,27,32
180,"But, at the same time they (the company) would not and could not do anything about my problem.",,,,
508,Just a black screen!,screen,negative,13,19
320,All you have to do is turn it on and it works.,,,,
2352,A key contributor that led me to Mac is the art aspect.,art aspect,positive,44,54
1923,"Eventually my battery wouldn't charge, so unless I had it plugged in it wouldn't even power on.",battery,negative,14,21
1279,Recently there are a few incidents that annoy the hell out of me.,,,,
2921,Save your money and go for a better device.,,,,
1705,"I have been a PC user since middle school, but in my mid twenties I decided to convert to the dark side, or should I say the brighter side of life.",,,,
2631,"Purchased for development purposes, but it has turned into my everyday laptop as well for surfing, e-mail, etc.",surfing,positive,90,97
2903,without having to have extra equipment and/or complicated routes to take to be able to do so.,,,,
2851,My first problem was with the pre-loaded Norton Firewall/Security program.,pre-loaded Norton Firewall/Security program,negative,30,73
2741,"I had a USB connect but, i can't use it because it is not compatible.",USB connect,negative,8,19
398,"Accordingly, I have decided to NEVER purchase another HP product (my five year old Compaq) lasted 5-years before the hard drive crashed.",hard drive,negative,117,127
1750,I ordered four D620 laptops.,,,,
329,"I know that everyone thinks Macs are overpriced and overrated, but once you get past the initial expense you'll find that they're worth every penny (besides, there's always the financing plan that Best Buy offers).",expense,negative,97,104
587,"I saw this one, and I have the most difficult time trying to use them, they've made great dust collectors, I hate putting this computer down",,,,
2069,"I am not going to sit here and complain about it not having a cd drive and what not because it is a netbook, it is made to be compact and if you want all the other stuff get a laptop.",cd drive,conflict,62,70
2081,I love the multi-touch trackpad.,multi-touch trackpad,positive,11,31
2040,I was psyched.,,,,
553,I absolutely love my mac!,,,,
2546,From the second you open the box you will fall in love with this computer!,,,,
406,HP is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.,extended warranties,negative,33,52
,HP is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.,cost,negative,60,64
2852,It would not let me connect to my Wifi system where I lived.,,,,
14,"Not too much ""junk"" software to remove.",software,positive,20,28
1076,System is loosing about 20% of performance because of that.,performance,negative,31,42
,System is loosing about 20% of performance because of that.,System,negative,0,6
2395,"It is easy to use, good quality and good price.",quality,positive,24,31
,"It is easy to use, good quality and good price.",price,positive,41,46
,"It is easy to use, good quality and good price.",use,positive,14,17
1562,"The difference in the Apple keyboard from a PC's keyboard took a bit of tim to get used to, but overall it's worth it!",Apple keyboard,neutral,22,36
,"The difference in the Apple keyboard from a PC's keyboard took a bit of tim to get used to, but overall it's worth it!",PC's keyboard,neutral,44,57
2425,It is also extremely pleasing to the eyes without looking too much like an Alienware gaming machine.,,,,
2786,The extended warranty for the $4000 and up computers was the only one available for purchase on the drop drown menu.,extended warranty,neutral,4,21
2724,"Only issue is that it is a little slow, and I'm fixing that by adding more RAM.",RAM,neutral,75,78
385,It is easily portable and I take it everywhere I go and might require internet access.,,,,
2079,"If I have a few hundred dollars to spare, I'd buy the Pro line though, the 2.53 and 2.66 GHz model.",,,,
854,"  The hard drive crashed as well, and I had to buy a new  power cord.",hard drive,negative,6,16
,"  The hard drive crashed as well, and I had to buy a new  power cord.",power cord,negative,58,68
2116,"But enough about that, I am an Apple convert for life.",,,,
390,I love it and will probably get another one when this goes to the Laptop in the sky!!,,,,
2405,"But, Mac makes the switch from PC to Mac easy.",,,,
253,Another issue I have with it is the battery.,battery,negative,36,43
1700,"HELP, HELP, OTHER THAN THAT GETS A GREAT LITTLE WONDER.",,,,
1278,Now I know!,,,,
881,"After 2 months of complaints, Asus finally sent the right power supply to my techies.",power supply,neutral,58,70
,"After 2 months of complaints, Asus finally sent the right power supply to my techies.",techies,neutral,77,84
1188,"Even set at the highest level, the computer sacrifices its  queen every time.",,,,
486,"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",Sony Sonic Stage software,neutral,24,49
,"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",speakers,positive,55,63
,"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",subwoofer,positive,72,81
,"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",extended life battery,neutral,186,207
,"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",Docking port,neutral,216,228
,"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",bluetooth mouse,neutral,120,135
,"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",bluetooth enabled,negative,154,171
1487,"My MacBook Pro works like a dream, it has never overheated, or even been slightly warm for that matter.",works,positive,15,20
2508,PC users use the Powerpoint program for slide-show presentation and Mac users utilize Keynote.,Keynote,neutral,86,93
,PC users use the Powerpoint program for slide-show presentation and Mac users utilize Keynote.,Powerpoint program,neutral,17,35
864,I can't begin to say how disappointed I am.,,,,
2571,"I get a ton of compliments on its size, and speaking as someone who regularly commutes on a bus, I can attest to the fact that this is the perfect size computer if you're restricted to the width of your body for computing room.",size,positive,34,38
,"I get a ton of compliments on its size, and speaking as someone who regularly commutes on a bus, I can attest to the fact that this is the perfect size computer if you're restricted to the width of your body for computing room.",size,positive,147,151
1435,"It takes me approximately 3 tries to get to each site, then after closing the browser and reopening it it actually works.",browser,neutral,78,85
2748,"Easy to carry, can be taken anywhere, can be hooked up to printers,headsets.",carry,positive,8,13
350,also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.,keyboard,negative,9,17
,also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.,keyboard,negative,229,237
303,"Take the simple, easy solution to your computer problems and stop waiting and smacking your old computer around.",,,,
1306,It is as good as new.,,,,
489,"And it didn't show up on the reciept, I don't know how we ordered it online!",,,,
2162,"I went from BestBuy to Dell, Windows to Apple.",,,,
481,Back then my entire family was Devoted to the Sony name.,,,,
1925,"When I got my laptop back after this first instance it worked okay for a little bit then I started expeirencing issues again, everything from programs and drivers failing again, to it powering off for no reason, to locking up and freezing and just all sorts of issues.",programs,negative,142,150
,"When I got my laptop back after this first instance it worked okay for a little bit then I started expeirencing issues again, everything from programs and drivers failing again, to it powering off for no reason, to locking up and freezing and just all sorts of issues.",drivers,negative,155,162
2749,Love that it doesn't take up space like a regular computer.,space,positive,29,34
623,*3 weeks after giving the computer for repair*-Visited MacHouse Amsterdam.,,,,
1167,"They don't seem to be susceptible to viruses, which is one less big thing to worry about when it comes to computers.",,,,
1897,  I was very excited because this was my first personal computer and I was purchasing it with my OWN money I had recieved from graduation presents.,,,,
769,Asked the customer service rep.,customer service rep,neutral,10,30
3046,"So, I took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up.",genius bar staff,negative,58,74
,"So, I took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up.",fan,neutral,102,105
,"So, I took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up.",boot up,neutral,109,116
2190,I cannot even imaging going back to a PC after using this wonderful computer.,,,,
2685,Basic computer.,,,,
1971,I fell in love with the hp pavillion and that was my replacement and now I could not imagine going back to an acer at all.,,,,
726,It turns out that this hp pc had been preciously sold by Wal Mart.,,,,
289,I would totally recommend any other laptop over this pile of grabage.,,,,
1855,  I managed to comply with these too and now have to wait and see if they can find another way to screw me.,,,,
2803,I should have bought one a long time ago.,,,,
2017,I looked at the computer and it said updating but the asked for a product key.,,,,
1133,I got what I paid for.,,,,
1596,"Just keep in mind the graphics is not dedicated so loading the movie almost took a minute, but it ran fairly smooth for a non-dedicated graphics card.",graphics,conflict,22,30
,"Just keep in mind the graphics is not dedicated so loading the movie almost took a minute, but it ran fairly smooth for a non-dedicated graphics card.",non-dedicated graphics card,conflict,122,149
2736,"Needs Power and Mouse Cable to Plug in back instead of side, In the way of operating a mouse in small area.",Mouse Cable,negative,16,27
,"Needs Power and Mouse Cable to Plug in back instead of side, In the way of operating a mouse in small area.",mouse,negative,87,92
1916,  However I dealt with this problem for over a year and it was more of a hastle then I have EVER had with anything.,,,,
1919,"I got the first ""Blue screen of death"" in the early part of July.",,,,
1047,"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.",RAM slots,neutral,3,12
,"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.",HDD Bays,neutral,16,24
,"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.",16GB RAM support,neutral,27,43
,"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.",Wireless,positive,48,56
762,I agree with the previous comment that ASUS TECH SUPPORT IS HORRIBLE WHICH IS A CON IN MY OPINION.,ASUS TECH SUPPORT,negative,39,56
113,"In fact, somehow (and I never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the way of the display.",screen,negative,92,98
,"In fact, somehow (and I never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the way of the display.",screen,negative,154,160
,"In fact, somehow (and I never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the way of the display.",display,negative,180,187
2533,It seems to be incompatible with everything else.,,,,
2836,"the mouse on the pad, the left button always sticks.",mouse on the pad,neutral,4,20
,"the mouse on the pad, the left button always sticks.",left button,negative,26,37
962,  When I took it back to Best Buy I asked them if they were seriously trying to drive me insane!,,,,
1459,  i have tried to charge on different batteries with no luck.,batteries,negative,38,47
2188,"I would recommend this computer to anyone searching for the perfect laptop, and the battery life is amazing.",battery life,positive,84,96
2274,"We use the built in tools often, iTunes is open nearly every day and works great with my iPhone.",built in tools,neutral,11,25
,"We use the built in tools often, iTunes is open nearly every day and works great with my iPhone.",iTunes,positive,33,39
1343,But my blog is read by my friends and search engine visitors.,,,,
1002,It was returned on the third day I owned it.,,,,
1699,"IT WANT TAKE IT, IT KEEP SAYING ERROR.",,,,
1941,"Anyone who is considering buying an Acer computer of any sort, I seriously suggest you look into buying a different brand.",,,,
2303,the size of has actually help me out quite a bit by me being able to fit it in an already full backpack and to use it at a resturant where the food on the table is always so space consuming.,size,positive,4,8
2910,Highly recommend for daily use.,,,,
77,We are addicted to the Mac.,,,,
1314,Because it IS a defective product.,,,,
2499,"Second, it gets scratches easily and when it gets old some thing may operated",,,,
2868,True quality at a great price!,quality,positive,5,12
,True quality at a great price!,price,positive,24,29
169,Not easy to carry.,carry,negative,12,17
2409,The programs that come standard with the Leopard running system are enough for the average person to run all the basics.,programs,positive,4,12
,The programs that come standard with the Leopard running system are enough for the average person to run all the basics.,Leopard running system,neutral,41,63
1119,I am really heartbroken to have to post a terrible review.,,,,
1322,"So what am I supposed to do?  The LG service center cannot provide me the ""service"" when it is called the ""service center"".",LG service center,negative,34,51
,"So what am I supposed to do?  The LG service center cannot provide me the ""service"" when it is called the ""service center"".",service center,negative,107,121
,"So what am I supposed to do?  The LG service center cannot provide me the ""service"" when it is called the ""service center"".",service,negative,75,82
1740,The Material this Pro is made out of seems a lot nicer than any PC  Specs: Like I said this performs a lot better than any computer I've had in the past.,Material,positive,4,12
,The Material this Pro is made out of seems a lot nicer than any PC  Specs: Like I said this performs a lot better than any computer I've had in the past.,Specs,negative,68,73
,The Material this Pro is made out of seems a lot nicer than any PC  Specs: Like I said this performs a lot better than any computer I've had in the past.,performs,positive,92,100
2014,It has been nothing but trouble from the time we bought it.,,,,
2239,"After doing extensive research, macconnection had the lowest price on the 15"" MBP i5.",price,positive,61,66
367,I am ADDICTED to photo booth!,photo booth,positive,17,28
335,"The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.",operating system,positive,4,20
,"The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.",user interface,positive,25,39
,"The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.",multi-touch track pad,positive,73,94
1328,"So, I went back.",,,,
2652,"I like it so much, I bought another just for my wife.",,,,
1384,I took it back to the store and exchanged it for another one.,,,,
2831,All in all great item highly recommend it.,,,,
3042,Hard disk - The new editions gives you more hard disk space (500GB instead of 320GB) but time has taught me never to trust an internal hard disk.,Hard disk,neutral,0,9
,Hard disk - The new editions gives you more hard disk space (500GB instead of 320GB) but time has taught me never to trust an internal hard disk.,hard disk space,positive,44,59
,Hard disk - The new editions gives you more hard disk space (500GB instead of 320GB) but time has taught me never to trust an internal hard disk.,internal hard disk,neutral,126,144
2263,This laptop rocks (only wish it could run SolidWorks CAD - which Apple doesn't support)!,,,,
1481,It is extremely portable and easily connects to WIFI at the library and elsewhere.,connects to WIFI,positive,36,52
2769,"I don't have that additional money right now, and therefore wouldn't have purchased it at this time.",,,,
2491,"First things first, Macbook pro has many applications to make life easier, unlike the windows computers.",applications,positive,41,53
,"First things first, Macbook pro has many applications to make life easier, unlike the windows computers.",windows,negative,86,93
1648,And the screen on this thing is absolutely amazing for high quality videos and movies and gaming.,screen,positive,8,14
,And the screen on this thing is absolutely amazing for high quality videos and movies and gaming.,gaming,positive,90,96
236,"Fast, fast and fast, the web pages just fly by.",,,,
1869,"  I considered I may have too much on the computer, but after looking, there was plenty of space and that is not the issue.",space,positive,91,96
2763,I don't use my laptop in a way though that needs a long battery life so it's perfect for me.,battery life,conflict,56,68
1264,Guess I'll stay away from HP.,,,,
2882,"It is made better, thicker, and all out tough!",,,,
955,"It was about six months later when the overheating problem started again, to the point it felt like fire on the bottom of the machine!",,,,
750,There is a blank lighted screen when I start and that is all.,,,,
1653,And i would recommend this to anypne looking for a new laptop.,,,,
1466,"But then, something goes wrong.",,,,
2810,So far so good with this laptop.,,,,
1457,  i must keep it plugged in at all times because it will not keep a charge for longer than four minutes.,charge,negative,68,74
1165,Avoid this model.,,,,
763,"Summary: I've had this laptop for 2 months, out of the blue the power adapter stops working.",power adapter,negative,64,77
1977,"I saw walmart had the same computer for about $650 but still knowing what I know now,I would not buy it at that price.",price,negative,112,117
1945,The local computer repair shops send out ads that say along the lines of we can fix almost any problem or computer  usually even the trouble some Toshiba satellite.,,,,
939,it has had some problems.,,,,
1243,"Theres always something wrong with it, wether it be some virus you can't track down, or it overheats, sometimes even catches on fire, you just can't use it.",,,,
1387,This computer is good for 10 days then it sucks for the rest of your life.,,,,
2156,"Of course, for a student, weight is always an issue.",weight,neutral,26,32
626,"Now mainboard is broken, have to wait for a new one.",mainboard,negative,4,13
3056,"The speed difference is next to NOTHING for a mac, and the hard drive can be manually upgraded or you could just buy a $60 500gb external hard drive.",speed,negative,4,9
,"The speed difference is next to NOTHING for a mac, and the hard drive can be manually upgraded or you could just buy a $60 500gb external hard drive.",hard drive,neutral,59,69
,"The speed difference is next to NOTHING for a mac, and the hard drive can be manually upgraded or you could just buy a $60 500gb external hard drive.",500gb external hard drive,neutral,123,148
1879,2.The wireless card is low quality.,wireless card,negative,6,19
1806,This little netboook is helping me get work done!,,,,
2121,They also use two totally different operating systems.,operating systems,neutral,36,53
2420,They are about the same size keys.,keys,neutral,29,33
887,I'm definitely not hard on laptops and guarantee 100% that no liquid has touched this machine in my presence.,,,,
2039,"I waited another month for approval and for them to ""BUILD"" me a new laptop.",,,,
3032,This ain't it.,,,,
2107,I wasn't really as concerned about portability (it's a very large laptop) but it's not hard to move around or take on a trip which was a pleasant surprise.,portability,conflict,35,46
907,"The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory.",accessories,negative,90,101
160,"They offer the best warranty in the business, and don't 3rd party it out like Toshiba.",warranty,positive,20,28
254,Maybe three or four months ago it started blinking all of the sudden.,,,,
2926,The only problems are the sound isnt very loud I have to wear headphones.,sound,negative,26,31
1632,Again- windows based machines were not giving me anything to work with!,windows,negative,7,14
710,"Finally, I couldn't take it anymore and ordered my Apple.",,,,
1271,"I should have kept my big, old HP.",,,,
2142,"everything about a mac is wonderful, it takes a little used to learning and getting used to the new system, but you will learn fast and its all worth it.",system,neutral,100,106
348,i love the size of the computer since i play games on it.,size,positive,11,15
,i love the size of the computer since i play games on it.,games,neutral,45,50
703,"I am a wife, mom and a school teacher and a college student.",,,,
1377,"You know, using the computer should be fun, not aggrevation, especially when you are playing games or working with photos.",playing games,neutral,85,98
2562,You just get a trial version either way.,,,,
992,I'm all for saving money but Dell needs to step it up.,,,,
2167,There are no viruses or spyware to worry about like on a Windows computer.,Windows,negative,57,64
2635,great machine if you want to drop the cash for one.,,,,
2932,To be honest i think it was faulty equipment or something but idk.,equipment,negative,35,44
2904,"I also love the small, convenient size of my laptop, making it a perfect tool for my academic studies.",size,positive,34,38
850,I never have had a good result with this computer.,,,,
440,"I love its solid build, light wt and excellent battery life (for now).",build,positive,17,22
,"I love its solid build, light wt and excellent battery life (for now).",wt,positive,30,32
,"I love its solid build, light wt and excellent battery life (for now).",battery life,positive,47,59
1882,YOU PAY FOR WHAT YOU GET FOR.,,,,
2671,"while about 8 years ago, I hope that the quality has changed.",quality,negative,41,48
1031,NO more Lenovo for me.,,,,
414,"I also bought one for my wife, and 3 for my office.",,,,
1286,"However, a NETBOOK will be a different story.",,,,
2092,"I'm glad I bought this laptop, it was worth the few ($100) extra dollars.",,,,
1812,"The difference is it's a whole lot of fun using the laptop now, still learning the Apple navigation, but is fun and comes with a lot of cool apps.",Apple navigation,neutral,83,99
,"The difference is it's a whole lot of fun using the laptop now, still learning the Apple navigation, but is fun and comes with a lot of cool apps.",apps,positive,141,145
2599,I am a full Mac convert now.,,,,
573,I highly recommend that you buy this product.,,,,
1198,"Though you get a polite person, you often don t get a solution.",,,,
639,-I propose that I can just swap the hard drives.,hard drives,neutral,36,47
1272,It was old but it was not till we bought the Dell did we realize how great it was.,,,,
2311,"The battery holds up well, it's built very solidly, and runs fast.",battery,positive,4,11
,"The battery holds up well, it's built very solidly, and runs fast.",built,positive,32,37
,"The battery holds up well, it's built very solidly, and runs fast.",runs,positive,56,60
2725,Sound card is limited though.,Sound card,negative,0,10
1147,"I initially purchased my Macbook Pro 13"" in April, and I loved it.",,,,
671,This is a nicely sized laptop with lots of processing power and long battery life.,processing power,positive,43,59
,This is a nicely sized laptop with lots of processing power and long battery life.,battery life,positive,69,81
,This is a nicely sized laptop with lots of processing power and long battery life.,sized,positive,17,22
725,After much battling with HP i was able to return it 4 times for repairs.,,,,
175,"So, you can imagine how unhappy I am with this item.",,,,
2580,"But let me tell you, the mac book pro is so professional.",,,,
831,  The only thing I can imagine is that Sony jumped on early specifications for Vista requirements from Microsoft and designed it to those inadequate requirements.,Vista,negative,79,84
1816,go for it!,,,,
2269,I highly recommend this computer for students looking for a solid machine to get them through college.,,,,
111,"The keyboard, which generally felt okay even for someone used to a desktop keyboard, now looks terrible.",keyboard,conflict,4,12
,"The keyboard, which generally felt okay even for someone used to a desktop keyboard, now looks terrible.",desktop keyboard,neutral,67,83
1564,The display is awesome.,display,positive,4,11
1166,"After years of occasionally pulling my hair out fighting computer viruses, a good friend convinced me it was time to go the Apple route.",,,,
6,The mouse is a little bit different than what you're used to though- it has one big flat panel and one full bar (instead of two separate ones) to click with- but you get used to it quite quickly.,mouse,conflict,4,9
98,It took several weeks just to get them to acknowledge that I owned the warranty.,warranty,negative,71,79
656,"However, this laptop has a fatal flaw that i discovered merely a week after buying it.",,,,
2396,Perfect trifecta!,,,,
2584,The keyboard is like no other laptop keyboard.,keyboard,neutral,4,12
,The keyboard is like no other laptop keyboard.,keyboard,neutral,37,45
492,It was a huge monstrosity of a Laptop!,,,,
613,-Computer crashed frequently and battery life decreased very quickly.,battery life,negative,33,45
637,-I propose that they can just swap the hard drives.,hard drives,neutral,39,50
663,So don't get it.,,,,
2163,it was a tough choice.,,,,
1061,Every driver on the drivers/applications DVD is everything you will need for a reload.,driver,positive,6,12
,Every driver on the drivers/applications DVD is everything you will need for a reload.,drivers/applications DVD,positive,20,44
943,  They sent it off and within 2 weeks I had it back good as new.,,,,
1662,The Awesomest of the awesomest.,,,,
2179,"One, owning a mac is essentially a full production studio (in the case of a mac book a portable version).",,,,
574,I would like to tell you about the best laptop I just got from Mac.,,,,
2309,"I'm glad it waited, this one is great.",,,,
1226,I called their repair depot as was told they would send Me a new box to return the computer to the repair depot.,repair depot,neutral,15,27
,I called their repair depot as was told they would send Me a new box to return the computer to the repair depot.,repair depot,neutral,99,111
1169,"(For those old enough to remember, it is similar to Beta versus VHS.",,,,
2627,It's also fairly easy to use the Operating System.,Operating System,positive,33,49
2743,"But, I would recommend this product.",,,,
1980,"I know that ASUS is known for making motherboards, but this is the worst computer experience that I have ever had.",motherboards,conflict,37,49
1802,"If so, you may be having similar problems.",,,,
885,"Some days it's just blurry, some days it appears that it's raining on my nice desktop background of a lake and mountains.",,,,
1537,This is a great machine!,,,,
3059,This is my first personal Satellite purchase but had very good experience through previous Satellite work issued laptops.,,,,
2558,We figure that after everything HIS pc actually ended up costing $350 more than my original Mac.,costing,negative,57,64
1026,So having the AC plug go out on me and get lose or I could actually here it inside my computer on two of the three times is not good.,AC plug,negative,14,21
2694,Peformance is good for the price.,Peformance,positive,0,10
,Peformance is good for the price.,price,positive,27,32
1228,The computer is currently in West Verginia doe to the method of shipping choosen by Toshiba.,shipping,negative,64,72
376,I can see why the have soooo much money.,,,,
776,I'M REALLY FRUSTRATED BY THIS EXPERIENCE.,,,,
1232,And Toshiba is totally unconcerned.,,,,
755,Summary: HP knew they were shipping out bad BIOS and did nothing proactive to resolve it.,BIOS,negative,44,48
1640,"And in 6 months, there have been no freezing up and no blue, purple, black or any other type of screen.",,,,
1947,I had 3 months when the ports started going out.,ports,negative,24,29
2841,think i would spend little extra to get a better made laptop.,,,,
3017,"The improvements to the OS have been relatively gradual, but substantive.",OS,positive,24,26
1836,I'll wait and save up for a new one.,,,,
3069,This laptop does everything I need it to very well.,,,,
2441,They are not.,,,,
2604,"It makes sorting out all those photos on my digital camera a breeze, and organizing them by place, time taken, or sending them to an online print shop, or uploading them to Flickr or Facebook etc, is not hard at all.",,,,
437,Its been a year and am still waiting to see what there going to do about my laptop.,,,,
3003,I bought it to use in college and it is perfect.,,,,
319,It is super easy to use.,use,positive,20,23
1406,Many of my classmates computers hard drives crashed.,hard drives,negative,32,43
